reporter_name,person_involved,incident_date,incident_time,department,incident_description,location,label,was_injured,injury_description
Logan Smith,Finley Clark,27 August 2025,06:38,Dockyard Operations,Structural collapse in dry dock due to improper maintenance.,Tool Crib,Incident,Yes,Dislocated shoulder during equipment maintenance
Casey Clark,Alex West,22 October 2024,14:57,Warehouse,grinder failure caused a steel beam to drop to dry dock floor.,Tool Crib,Incident,Yes,Fractured wrist from fall on wet surface
Avery Murphy,Kai Reed,13 May 2025,10:55,Logistics,Chemicals spill contaminated dock area.,Dry Dock 2,Incident,Yes,Laceration from sharp metal panel
Chris Davis,Jesse Lee,01 October 2024,16:13,Operations,Oil spill contaminated paint shop.,Warehouse A,Incident,Yes,Smoke inhalation from fire in electrical bay
Spencer Hughes,Morgan Fisher,24 September 2024,19:00,Quality Assurance,Structural collapse in pier due to overload.,IT Server Room,Incident,Yes,Back strain from improper lifting
Frankie Kennedy,Harper Robinson,20 February 2025,14:26,IT,forklift failure caused a fuel leak to ship propeller.,Dockyard North,Incident,Yes,Electric shock from faulty wiring
Sawyer Ward,Sydney Cooper,18 March 2025,02:20,IT,grinder failure caused a fuel leak to ship propeller.,IT Server Room,Incident,Yes,Electric shock from faulty wiring
Riley Hughes,Casey Mitchell,06 May 2024,09:32,Communications,forklift failure caused a steel beam to drop to storage area.,Fleet Garage,Incident,Yes,Smoke inhalation from fire in electrical bay
Emerson Allen,Drew Murray,08 February 2024,15:32,Warehouse,Structural collapse in shipyard warehouse due to improper maintenance.,Fuel Depot,Incident,Yes,Fractured ankle due to fall from scaffolding
Jesse Pearson,Sydney Cooper,01 July 2025,14:31,Security,forklift failure caused a steel beam to drop to ship propeller.,Fuel Depot,Incident,Yes,Eye irritation from chemical fumes
Avery Mitchell,Taylor Morgan,24 April 2025,00:58,Finance,crane failure caused a steel beam to drop to dry dock floor.,Maintenance Shed,Incident,Yes,Heat exhaustion from prolonged outdoor work
Peyton Murphy,Casey Sullivan,18 January 2024,21:24,Operations,Structural collapse in pier due to improper maintenance.,Warehouse B,Incident,Yes,Compressed air injury during maintenance
Peyton Payne,Kai Mitchell,10 September 2024,22:14,Training & Development,grinder failure caused electrical fire to ship propeller.,Reception Area,Incident,Yes,Eye irritation from chemical fumes
Kai Robinson,Peyton Robinson,30 December 2024,12:33,Engineering,Chemicals spill contaminated dock area.,Dry Dock 2,Incident,Yes,Crush injury to hand from hydraulic press
Cameron Cooper,Elliot Pearson,14 August 2024,10:27,Fleet Management,forklift failure caused a steel beam to drop to ship propeller.,Maintenance Shed,Incident,Yes,Puncture wound from misplaced tool
Quinn Kennedy,Sawyer Hughes,13 March 2025,20:54,Logistics,Structural collapse in pier due to corrosion.,Warehouse B,Incident,Yes,Dislocated shoulder during equipment maintenance
Jordan Kennedy,Cameron Reed,23 August 2024,09:53,Quality Assurance,Hydraulic fluid spill contaminated paint shop.,IT Server Room,Incident,Yes,Minor cuts and bruises
Emerson Lee,Skyler Graham,24 January 2024,23:31,Communications,crane failure caused electrical fire to dry dock floor.,Maintenance Shed,Incident,Yes,Heat exhaustion from prolonged outdoor work
Emerson Lewis,Sydney Hughes,18 February 2024,17:03,Communications,Hydraulic fluid spill contaminated paint shop.,Shipyard Pier,Incident,Yes,Concussion from falling object
Drew Fisher,Charlie Cooper,20 May 2025,12:19,Fleet Management,Oil spill contaminated engine room.,Fleet Garage,Incident,Yes,Hearing damage from loud machinery
Spencer Davis,Elliot Holmes,28 August 2024,02:34,Warehouse,crane failure caused a steel beam to drop to ship propeller.,Warehouse B,Incident,Yes,Laceration from sharp metal panel
Jamie Clark,Drew Payne,08 March 2024,10:20,Communications,Chemicals spill contaminated engine room.,Main Gate Security,Incident,Yes,Puncture wound from misplaced tool
Drew Murphy,Harper Parker,07 August 2025,06:41,Security,Hydraulic fluid spill contaminated dock area.,Fleet Garage,Incident,Yes,Compressed air injury during maintenance
Chris Fisher,Dakota Murray,27 February 2024,13:59,Warehouse,Oil spill contaminated paint shop.,Cafeteria,Incident,Yes,Burn from hot welding equipment
Logan Lee,Sawyer Reed,13 June 2024,06:01,Security,forklift failure caused electrical fire to ship propeller.,Main Gate Security,Incident,Yes,Eye irritation from chemical fumes
Alex Lee,Jesse Reed,14 March 2024,04:53,Engineering,Structural collapse in shipyard warehouse due to corrosion.,IT Server Room,Incident,Yes,Laceration from sharp metal panel
Charlie Davis,Logan Pearson,10 October 2024,08:12,Warehouse,Oil spill contaminated dock area.,Maintenance Shed,Incident,Yes,Chemical burn from solvent exposure
Sawyer Graham,Morgan Johnson,19 December 2024,03:56,Facilities,grinder failure caused electrical fire to ship propeller.,Dry Dock 2,Incident,Yes,Chemical burn from solvent exposure
Quinn West,Sydney Hughes,30 June 2024,06:32,Environmental Services,Structural collapse in shipyard warehouse due to corrosion.,Engineering Workshop,Incident,Yes,Heat exhaustion from prolonged outdoor work
Reese Smith,Charlie Lee,21 March 2025,10:32,Warehouse,Oil spill contaminated engine room.,IT Server Room,Incident,Yes,Dislocated shoulder during equipment maintenance
Jordan Fisher,Riley Holmes,04 May 2025,23:56,Operations,crane failure caused a fuel leak to dry dock floor.,Paint Shop,Incident,Yes,Fractured wrist from fall on wet surface
Rowan Mitchell,Cameron Murphy,01 January 2025,18:49,Customer Service,Hydraulic fluid spill contaminated paint shop.,Dry Dock 2,Incident,Yes,Concussion from falling object
Jesse Morgan,Kai Lee,04 April 2024,22:57,Legal,Structural collapse in shipyard warehouse due to corrosion.,Cafeteria,Incident,Yes,Fractured wrist from fall on wet surface
Chris Ward,Alex Lewis,06 July 2025,12:30,Communications,Structural collapse in shipyard warehouse due to corrosion.,Warehouse B,Incident,Yes,Heat exhaustion from prolonged outdoor work
Peyton Graham,Avery Brown,01 April 2024,01:24,Research & Development,Oil spill contaminated paint shop.,Fuel Depot,Incident,Yes,Compressed air injury during maintenance
Casey Cooper,Sawyer Foster,07 August 2024,23:52,HR,Structural collapse in pier due to corrosion.,Dry Dock 2,Incident,Yes,Smoke inhalation from fire in electrical bay
Logan Holmes,Elliot Bailey,17 February 2024,14:40,Procurement,Hydraulic fluid spill contaminated dock area.,Fleet Garage,Incident,Yes,Chemical burn from solvent exposure
Morgan Graham,Taylor Holmes,26 July 2024,21:33,Logistics,Structural collapse in pier due to corrosion.,Dry Dock 1,Incident,Yes,Laceration from sharp metal panel
Jesse Sullivan,Blake Parker,11 February 2025,00:14,Legal,Hydraulic fluid spill contaminated engine room.,Cafeteria,Incident,Yes,Puncture wound from misplaced tool
Frankie Cooper,Jordan Cooper,18 March 2025,11:26,Quality Assurance,Structural collapse in shipyard warehouse due to corrosion.,Paint Shop,Incident,Yes,Crush injury to hand from hydraulic press
Elliot Lee,Avery Murray,01 December 2024,04:35,Security,Chemicals spill contaminated paint shop.,Tool Crib,Incident,Yes,Laceration from sharp metal panel
Frankie Bailey,Avery Brown,09 May 2025,17:38,Procurement,Chemicals spill contaminated dock area.,Fleet Garage,Incident,Yes,Hearing damage from loud machinery
Finley Parker,Jordan Murray,23 March 2025,03:02,Procurement,Structural collapse in pier due to improper maintenance.,Maintenance Shed,Incident,Yes,Eye irritation from chemical fumes
Chris West,Drew Reed,01 April 2024,17:46,Communications,grinder failure caused a steel beam to drop to storage area.,Tool Crib,Incident,Yes,Compressed air injury during maintenance
Cameron Brown,Elliot Clark,26 June 2025,19:00,Facilities,Structural collapse in pier due to overload.,Warehouse B,Incident,Yes,Trip hazard fall resulting in bruising
Sawyer Allen,Charlie Ward,06 December 2024,19:04,Communications,Structural collapse in pier due to overload.,Maintenance Shed,Incident,Yes,Compressed air injury during maintenance
Blake Smith,Charlie Ward,02 May 2025,13:12,Dockyard Operations,forklift failure caused electrical fire to ship propeller.,Fuel Depot,Incident,Yes,Hearing damage from loud machinery
Cameron Lewis,Skyler Bailey,24 November 2024,14:20,Training & Development,Hydraulic fluid spill contaminated dock area.,Tool Crib,Incident,Yes,Foreign object in eye from grinding debris
Jordan Parker,Rowan Foster,29 December 2024,01:40,Security,forklift failure caused a fuel leak to storage area.,Electrical Bay,Incident,Yes,Concussion from falling object
Taylor Pearson,Jordan Lewis,15 November 2024,08:46,Warehouse,Hydraulic fluid spill contaminated dock area.,Dockyard South,Incident,Yes,Crush injury to hand from hydraulic press
Peyton Parker,Peyton Hughes,03 April 2025,03:51,HR,Structural collapse in shipyard warehouse due to overload.,Fuel Depot,Incident,Yes,Smoke inhalation from fire in electrical bay
Jordan Ward,Chris Bennett,05 March 2024,20:47,Training & Development,Structural collapse in shipyard warehouse due to overload.,Training Room,Incident,Yes,Puncture wound from misplaced tool
Dakota Murphy,Rowan Lee,10 September 2025,05:59,Health & Safety,Chemicals spill contaminated engine room.,Dry Dock 2,Incident,Yes,Eye irritation from chemical fumes
Sawyer Kennedy,Finley Holmes,24 June 2025,16:38,Logistics,Chemicals spill contaminated dock area.,Warehouse B,Incident,Yes,Laceration from sharp metal panel
Riley Davis,Sydney Cooper,02 March 2025,22:26,Training & Development,grinder failure caused a fuel leak to dry dock floor.,Reception Area,Incident,Yes,Trip hazard fall resulting in bruising
Skyler Lee,Jamie Morgan,23 March 2024,22:15,Environmental Services,Structural collapse in dry dock due to improper maintenance.,Training Room,Incident,Yes,Minor cuts and bruises
Dakota Bennett,Taylor Reed,30 May 2024,06:23,Facilities,Structural collapse in pier due to improper maintenance.,Dockyard South,Incident,Yes,Severe abrasion from slip on deck
Peyton Sullivan,Jesse Bennett,28 April 2024,13:17,Communications,grinder failure caused a steel beam to drop to storage area.,Engineering Workshop,Incident,Yes,Puncture wound from misplaced tool
Avery Smith,Jesse West,10 January 2024,04:14,Health & Safety,Hydraulic fluid spill contaminated paint shop.,Engineering Workshop,Incident,Yes,Dislocated shoulder during equipment maintenance
Blake Lee,Blake Reed,18 May 2025,21:27,Dockyard Operations,Structural collapse in shipyard warehouse due to overload.,Paint Shop,Incident,Yes,Hearing damage from loud machinery
Jamie Lewis,Alex Allen,19 March 2024,07:48,Customer Service,grinder failure caused a fuel leak to storage area.,Dry Dock 1,Incident,Yes,Heat exhaustion from prolonged outdoor work
Jordan Graham,Cameron Parker,07 August 2025,07:11,Operations,crane failure caused a fuel leak to storage area.,IT Server Room,Incident,Yes,Concussion from falling object
Chris Ward,Charlie Allen,01 April 2025,14:11,Health & Safety,Structural collapse in shipyard warehouse due to improper maintenance.,Engineering Workshop,Incident,Yes,Foreign object in eye from grinding debris
Peyton Parker,Chris Johnson,25 August 2025,05:55,Training & Development,Structural collapse in shipyard warehouse due to improper maintenance.,Reception Area,Incident,Yes,Trip hazard fall resulting in bruising
Spencer Cooper,Spencer Murphy,21 January 2025,16:30,Training & Development,Structural collapse in shipyard warehouse due to corrosion.,Office - Admin Block,Incident,Yes,Minor cuts and bruises
Drew Cooper,Logan Walker,27 October 2024,07:40,Facilities,Chemicals spill contaminated engine room.,Paint Shop,Incident,Yes,Burn from hot welding equipment
Chris Murphy,Casey Lewis,29 August 2024,12:28,Security,grinder failure caused a fuel leak to dry dock floor.,Reception Area,Incident,Yes,Compressed air injury during maintenance
Jesse West,Reese Robinson,24 December 2024,15:43,Fleet Management,Hydraulic fluid spill contaminated paint shop.,Dry Dock 1,Incident,Yes,Burn from hot welding equipment
Peyton Kennedy,Quinn Lee,19 June 2024,09:12,Procurement,Oil spill contaminated dock area.,Reception Area,Incident,Yes,Heat exhaustion from prolonged outdoor work
Chris Parker,Reese Ward,26 June 2024,08:19,Customer Service,Structural collapse in pier due to corrosion.,Paint Shop,Incident,Yes,Heat exhaustion from prolonged outdoor work
Drew Smith,Peyton Sullivan,31 March 2024,12:33,Communications,Structural collapse in dry dock due to overload.,Dry Dock 1,Incident,Yes,Puncture wound from misplaced tool
Elliot Murray,Riley Johnson,26 May 2025,06:56,Fleet Management,Hydraulic fluid spill contaminated engine room.,Reception Area,Incident,Yes,Back strain from improper lifting
Taylor Payne,Riley Graham,24 October 2024,15:29,HR,Structural collapse in shipyard warehouse due to improper maintenance.,Maintenance Shed,Incident,Yes,Compressed air injury during maintenance
Rowan Smith,Casey Brown,21 April 2025,21:37,Ship Maintenance,Structural collapse in dry dock due to overload.,Maintenance Shed,Incident,Yes,Chemical burn from solvent exposure
Drew Allen,Jesse Lee,20 June 2025,15:49,Finance,Oil spill contaminated dock area.,Paint Shop,Incident,Yes,Heat exhaustion from prolonged outdoor work
Charlie Johnson,Blake Payne,28 January 2024,12:51,Engineering,Hydraulic fluid spill contaminated engine room.,Main Gate Security,Incident,Yes,Concussion from falling object
Blake Mitchell,Morgan Kennedy,11 January 2024,16:01,IT,forklift failure caused a fuel leak to dry dock floor.,Engineering Workshop,Incident,Yes,Laceration from sharp metal panel
Blake Graham,Logan Robinson,01 March 2024,00:11,Warehouse,grinder failure caused electrical fire to ship propeller.,Dockyard South,Incident,Yes,Chemical burn from solvent exposure
Jesse Lee,Peyton Reed,21 June 2024,11:03,IT,crane failure caused a steel beam to drop to ship propeller.,Training Room,Incident,Yes,Fractured wrist from fall on wet surface
Frankie Pearson,Alex Fisher,24 February 2025,00:26,Warehouse,forklift failure caused a fuel leak to storage area.,Dockyard South,Incident,Yes,Chemical burn from solvent exposure
Casey Murphy,Elliot Fisher,28 August 2024,03:47,Environmental Services,crane failure caused a steel beam to drop to dry dock floor.,Warehouse B,Incident,Yes,Trip hazard fall resulting in bruising
Emerson Allen,Frankie Lewis,19 March 2024,03:46,Facilities,Structural collapse in pier due to corrosion.,Main Gate Security,Incident,Yes,Compressed air injury during maintenance
Reese Lewis,Sydney Sullivan,25 January 2025,00:07,Quality Assurance,Structural collapse in dry dock due to improper maintenance.,Shipyard Pier,Incident,Yes,Severe abrasion from slip on deck
Logan Clark,Sydney Lee,21 April 2025,09:45,Engineering,Structural collapse in shipyard warehouse due to corrosion.,Dockyard South,Incident,Yes,Concussion from falling object
